miRNA,SRR12344556_trim_joined
Hsa-Mir-105-P1_5p/105-P2_5p,0.0
Hsa-Mir-1179_3p*,0.0
Hsa-Mir-1179_5p,0.0
Hsa-Mir-1180_3p,34.6196
Hsa-Mir-1180_5p*,0.0
Hsa-Mir-122_3p*,10.0397
Hsa-Mir-122_5p,200.1014
Hsa-Mir-124-P1-v1_3p/124-P1-v2_3p/124-P2-v1_3p/124-P2-v2_3p/124-P3-v1_3p/124-P3-v2_3p,0.0
Hsa-Mir-124-P1-v1_5p*/124-P1-v2_5p*/124-P2-v1_5p*/124-P2-v2_5p*/124-P3-v1_5p*/124-P3-v2_5p*,0.0
Hsa-Mir-1245_3p*,0.0
Hsa-Mir-1245_5p,0.0
Hsa-Mir-1247_3p*,0.0
Hsa-Mir-1247_5p,0.0
Hsa-Mir-1249_3p,0.0
Hsa-Mir-1249_5p*,0.0
Hsa-Mir-1251_3p*,0.0
Hsa-Mir-1251_5p,0.0
Hsa-Mir-1252_3p*,0.0
Hsa-Mir-1252_5p,0.0
Hsa-Mir-1256_3p*,2.4234
Hsa-Mir-1256_5p,0.0
Hsa-Mir-126-v1_3p/126-v2_3p/126-v3_3p,948.5774
Hsa-Mir-126-v1_5p/126-v2_5p*/126-v3_5p*,7705.2874
Hsa-Mir-1266_3p*,0.0
Hsa-Mir-1266_5p,0.0
Hsa-Mir-1269_3p,0.0
Hsa-Mir-1269_5p*,0.0
Hsa-Mir-1270_3p*,0.0
Hsa-Mir-1270_5p,7.9625
Hsa-Mir-1271_3p*,0.0
Hsa-Mir-1271_5p,2.0772
Hsa-Mir-1276_3p*,0.0
Hsa-Mir-1276_5p,4.1544
Hsa-Mir-1277_3p*,0.0
Hsa-Mir-1277_5p,2.7696
Hsa-Mir-1278_3p,1.3848
Hsa-Mir-1278_5p*,0.0
Hsa-Mir-127_3p,158.904
Hsa-Mir-127_5p*,0.0
Hsa-Mir-128-P1_3p/128-P2_3p,914.9964
Hsa-Mir-128-P1_5p*,12.1169
Hsa-Mir-128-P2_5p*,0.0
Hsa-Mir-1286_3p,0.0
Hsa-Mir-1286_5p*,0.0
Hsa-Mir-1287_3p*,0.0
Hsa-Mir-1287_5p,8.6549
Hsa-Mir-129-P1_3p*/129-P2_3p*,0.0
Hsa-Mir-129-P1_5p/129-P2_5p,0.0
Hsa-Mir-1294_3p*,1.0386
Hsa-Mir-1294_5p,9.3473
Hsa-Mir-1295_3p,0.0
Hsa-Mir-1295_5p*,0.0
Hsa-Mir-1296_3p*,4.5005
Hsa-Mir-1296_5p,4.5005
Hsa-Mir-1298_3p*,0.0
Hsa-Mir-1298_5p,0.0
Hsa-Mir-130-P1a_3p,930.9214
Hsa-Mir-130-P1a_5p*,0.0
Hsa-Mir-130-P1b_3p,332.6945
Hsa-Mir-130-P1b_5p*,16.2712
Hsa-Mir-130-P2a_3p,137.0937
Hsa-Mir-130-P2a_5p*,0.0
Hsa-Mir-130-P2b_3p,10.3859
Hsa-Mir-130-P2b_5p*,0.0
Hsa-Mir-130-P4a_3p,65.4311
Hsa-Mir-130-P4a_5p*,18.3484
Hsa-Mir-1301_3p,6.5777
Hsa-Mir-1301_5p*,0.0
Hsa-Mir-1307_3p,93.8192
Hsa-Mir-1307_5p,473.5963
Hsa-Mir-132-P1_3p,27.6957
Hsa-Mir-132-P1_5p*,5.5391
Hsa-Mir-132-P2_3p*,6.2315
Hsa-Mir-132-P2_5p,0.0
Hsa-Mir-1323_3p*,0.0
Hsa-Mir-1323_5p,0.0
Hsa-Mir-133-P1-v1_3p/133-P1-v2_3p/133-P2-v1_3p/133-P2-v2_3p/133-P3-v1_3p/133-P3-v2_3p,26.6571
Hsa-Mir-133-P1-v1_5p*/133-P1-v2_5p*/133-P2-v1_5p*/133-P2-v2_5p*,0.0
Hsa-Mir-133-P3-v1_5p*/133-P3-v2_5p*,0.0
Hsa-Mir-1343_3p,0.0
Hsa-Mir-1343_5p*,0.0
Hsa-Mir-134_3p*,0.0
Hsa-Mir-134_5p,8.6549
Hsa-Mir-135-P1_3p*,0.0
Hsa-Mir-135-P1_5p/135-P2_5p,0.0
Hsa-Mir-135-P2_3p*,0.0
Hsa-Mir-135-P3_3p*,0.0
Hsa-Mir-135-P3_5p,0.0
Hsa-Mir-136-v1_3p/136-v2_3p,18.0022
Hsa-Mir-136-v1_5p*/136-v2_5p*,3.462
Hsa-Mir-137-P1_3p,0.0
Hsa-Mir-137-P1_5p*,0.0
Hsa-Mir-138-P1_3p*,0.0
Hsa-Mir-138-P1_5p/138-P2_5p,0.0
Hsa-Mir-138-P2_3p*,0.0
Hsa-Mir-139_3p,0.0
Hsa-Mir-139_5p,11.4245
Hsa-Mir-140-v1_3p/140-v2_3p,1328.0084
Hsa-Mir-140-v1_5p*/140-v2_5p*,17.3098
Hsa-Mir-142-P1-v1_3p*/142-P1-v2_3p/142-P1-v3_3p,235.7596
Hsa-Mir-142-P1-v1_5p/142-P1-v2_5p*/142-P1-v3_5p*,21095.8077
Hsa-Mir-143_3p,8638.9784
Hsa-Mir-143_5p*,0.0
Hsa-Mir-144-v1_3p*/144-v2_3p*,2594.0476
Hsa-Mir-144-v1_5p/144-v2_5p,904.6105
Hsa-Mir-145_3p*,58.5071
Hsa-Mir-145_5p,21.4642
Hsa-Mir-146-P1_3p*,0.0
Hsa-Mir-146-P1_5p,805.2522
Hsa-Mir-146-P2_3p*,29.7729
Hsa-Mir-146-P2_5p,246.1455
Hsa-Mir-147-v1_3p/147-v2_3p,0.0
Hsa-Mir-147-v1_5p*/147-v2_5p*,0.0
Hsa-Mir-148-P1_3p,10212.786
Hsa-Mir-148-P1_5p*,56.43
Hsa-Mir-148-P2_3p,232.6438
Hsa-Mir-148-P2_5p*,23.8875
Hsa-Mir-148-P3_3p,62.6615
Hsa-Mir-148-P3_5p*,0.0
Hsa-Mir-149_3p*,0.0
Hsa-Mir-149_5p,3.8082
Hsa-Mir-15-P1a_3p*,0.0
Hsa-Mir-15-P1a_5p,4976.5694
Hsa-Mir-15-P1b_3p*,84.8181
Hsa-Mir-15-P1b_5p,158.904
Hsa-Mir-15-P1c_3p*,0.0
Hsa-Mir-15-P1c_5p,16.9636
Hsa-Mir-15-P1d_3p*,109.398
Hsa-Mir-15-P1d_5p,17.3098
Hsa-Mir-15-P2a_3p*,0.0
Hsa-Mir-15-P2a_5p/15-P2b_5p,62081.2758
Hsa-Mir-15-P2b_3p*,1384.7845
Hsa-Mir-15-P2c_3p*,4.8467
Hsa-Mir-15-P2c_5p,21.4642
Hsa-Mir-15-P2d_3p*,0.0
Hsa-Mir-15-P2d_5p,0.0
Hsa-Mir-150_3p*,38.774
Hsa-Mir-150_5p,1592.8484
Hsa-Mir-153-P1_3p/153-P2_3p,0.0
Hsa-Mir-153-P1_5p*,1.731
Hsa-Mir-153-P2_5p*,0.0
Hsa-Mir-154-P10_3p,0.0
Hsa-Mir-154-P10_5p,0.0
Hsa-Mir-154-P12_3p,31.1577
Hsa-Mir-154-P12_5p*,0.0
Hsa-Mir-154-P13_3p*,0.0
Hsa-Mir-154-P13_5p,16.9636
Hsa-Mir-154-P14_3p*,0.0
Hsa-Mir-154-P14_5p,0.0
Hsa-Mir-154-P15_3p*,2.4234
Hsa-Mir-154-P15_5p,5.5391
Hsa-Mir-154-P16_3p,2.4234
Hsa-Mir-154-P16_5p,0.0
Hsa-Mir-154-P17_3p,6.5777
Hsa-Mir-154-P17_5p*,0.0
Hsa-Mir-154-P18_3p,0.0
Hsa-Mir-154-P18_5p*,0.0
Hsa-Mir-154-P19_3p,0.0
Hsa-Mir-154-P19_5p*,0.0
Hsa-Mir-154-P1_3p,0.0
Hsa-Mir-154-P1_5p,0.0
Hsa-Mir-154-P2-v1_3p/154-P2-v2_3p*,0.0
Hsa-Mir-154-P2-v1_5p*/154-P2-v2_5p,0.0
Hsa-Mir-154-P20-v1_3p,0.0
Hsa-Mir-154-P20-v1_5p*/154-P20-v2_5p*,0.0
Hsa-Mir-154-P20-v2_3p,0.0
Hsa-Mir-154-P21_3p,1.0386
Hsa-Mir-154-P21_5p*,0.0
Hsa-Mir-154-P22_3p,2.0772
Hsa-Mir-154-P22_5p*,0.0
Hsa-Mir-154-P23_3p,45.6979
Hsa-Mir-154-P23_5p*,5.1929
Hsa-Mir-154-P24_3p,0.0
Hsa-Mir-154-P24_5p*,0.0
Hsa-Mir-154-P25_3p,0.0
Hsa-Mir-154-P25_5p*,0.0
Hsa-Mir-154-P26_3p,0.0
Hsa-Mir-154-P26_5p*,0.0
Hsa-Mir-154-P27_3p,3.1158
Hsa-Mir-154-P27_5p*,0.0
Hsa-Mir-154-P28a_3p/154-P28b_3p,2.4234
Hsa-Mir-154-P28a_5p*/154-P28b_5p,0.0
Hsa-Mir-154-P29_3p,0.0
Hsa-Mir-154-P29_5p*,0.0
Hsa-Mir-154-P30_3p,0.0
Hsa-Mir-154-P30_5p*,0.0
Hsa-Mir-154-P36_3p,100.0507
Hsa-Mir-154-P36_5p*,0.0
Hsa-Mir-154-P3a-v1_3p/154-P3a-v2_3p,2.0772
Hsa-Mir-154-P3a-v1_5p*/154-P3a-v2_5p*,0.0
Hsa-Mir-154-P3b_3p,10.3859
Hsa-Mir-154-P3b_5p*,0.0
Hsa-Mir-154-P4a_3p/154-P4b_3p,2.4234
Hsa-Mir-154-P4a_5p*/154-P4b_5p*,0.0
Hsa-Mir-154-P5_3p,2.0772
Hsa-Mir-154-P5_5p,6.2315
Hsa-Mir-154-P6_3p,0.0
Hsa-Mir-154-P6_5p,0.0
Hsa-Mir-154-P7_3p*,0.0
Hsa-Mir-154-P7_5p,0.0
Hsa-Mir-154-P8_3p,0.0
Hsa-Mir-154-P8_5p,0.0
Hsa-Mir-154-P9_3p,10.3859
Hsa-Mir-154-P9_5p*,0.0
Hsa-Mir-155_3p*,0.0
Hsa-Mir-155_5p,50.8908
Hsa-Mir-17-P1a_3p*,58.8533
Hsa-Mir-17-P1a_5p/17-P1b_5p,257.2237
Hsa-Mir-17-P1b_3p*,2.0772
Hsa-Mir-17-P2a_3p*,53.3142
Hsa-Mir-17-P2a_5p,28.0419
Hsa-Mir-17-P2b_3p*,1.731
Hsa-Mir-17-P2b_5p,6.2315
Hsa-Mir-17-P3a_3p*,0.0
Hsa-Mir-17-P3a_5p,155.7883
Hsa-Mir-17-P3b_3p*,7.2701
Hsa-Mir-17-P3b_5p,37.3892
Hsa-Mir-17-P4_3p,979.7351
Hsa-Mir-17-P4_5p,540.4122
Hsa-Mir-17-P5_3p*,24.2337
Hsa-Mir-17-P5_5p,3815.0814
Hsa-Mir-181-P1a_3p*,23.8875
Hsa-Mir-181-P1a_5p/181-P1b_5p,7929.2763
Hsa-Mir-181-P1b_3p*,79.9713
Hsa-Mir-181-P1c_3p*,32.1962
Hsa-Mir-181-P1c_5p,187.9845
Hsa-Mir-181-P2a_3p*,0.0
Hsa-Mir-181-P2a_5p/181-P2b_5p,245.7993
Hsa-Mir-181-P2b_3p*,0.0
Hsa-Mir-181-P2c_3p*,0.0
Hsa-Mir-181-P2c_5p,18.3484
Hsa-Mir-184_3p,0.0
Hsa-Mir-184_5p*,0.0
Hsa-Mir-185_3p*,21.8104
Hsa-Mir-185_5p,17.656
Hsa-Mir-186_3p*,0.0
Hsa-Mir-186_5p,5544.6773
Hsa-Mir-187_3p,0.0
Hsa-Mir-187_5p*,0.0
Hsa-Mir-188-P1_3p*,0.0
Hsa-Mir-188-P1_5p,9.3473
Hsa-Mir-188-P2_3p*,24.5799
Hsa-Mir-188-P2_5p,750.8994
Hsa-Mir-188-P3_3p*,0.0
Hsa-Mir-188-P3_5p,102.8203
Hsa-Mir-19-P1_3p,166.8665
Hsa-Mir-19-P1_5p*,0.0
Hsa-Mir-19-P2a_3p/19-P2b_3p,637.3471
Hsa-Mir-19-P2a_5p*,0.0
Hsa-Mir-19-P2b_5p*,0.0
Hsa-Mir-190-P1_3p*,0.0
Hsa-Mir-190-P1_5p,6.5777
Hsa-Mir-190-P2_3p*,0.0
Hsa-Mir-190-P2_5p,0.0
Hsa-Mir-1908_3p*,0.0
Hsa-Mir-1908_5p,0.0
Hsa-Mir-191-v1_3p*/191-v2_3p*,31.1577
Hsa-Mir-191-v1_5p/191-v2_5p,9565.3992
Hsa-Mir-1910_3p,0.0
Hsa-Mir-1910_5p*,0.0
Hsa-Mir-1911_3p*,0.0
Hsa-Mir-1911_5p,0.0
Hsa-Mir-1912_3p,0.0
Hsa-Mir-1912_5p*,0.0
Hsa-Mir-1913_3p*,0.0
Hsa-Mir-1913_5p,0.0
Hsa-Mir-1914_3p*,0.0
Hsa-Mir-1914_5p,0.0
Hsa-Mir-1915_3p*,0.0
Hsa-Mir-1915_5p,0.0
Hsa-Mir-192-P1_3p*,0.0
Hsa-Mir-192-P1_5p/192-P2_5p,19102.4104
Hsa-Mir-192-P2_3p*,0.0
Hsa-Mir-193-P1a_3p*,3.462
Hsa-Mir-193-P1a_5p,0.0
Hsa-Mir-193-P1b_3p,52.968
Hsa-Mir-193-P1b_5p,52.2756
Hsa-Mir-193-P2a-v1_3p/193-P2a-v2_3p/193-P2b_3p,27.0033
Hsa-Mir-193-P2a-v1_5p/193-P2a-v2_5p,2.0772
Hsa-Mir-193-P2b_5p*,0.0
Hsa-Mir-194-P1_3p*,7.6163
Hsa-Mir-194-P1_5p/194-P2_5p,99.7045
Hsa-Mir-194-P2_3p*,0.0
Hsa-Mir-196-P1_3p*,0.0
Hsa-Mir-196-P1_5p/196-P2_5p,6.9239
Hsa-Mir-196-P2_3p*,0.0
Hsa-Mir-196-P3_3p*,0.0
Hsa-Mir-196-P3_5p,16.2712
Hsa-Mir-197_3p,169.6361
Hsa-Mir-197_5p*,23.1951
Hsa-Mir-199-P1-v1_3p/199-P1-v2_3p/199-P1-v3_3p/199-P2-v1_3p/199-P2-v2_3p/199-P2-v3_3p/199-P3-v1_3p/199-P3-v2_3p/199-P3-v3_3p,748.8222
Hsa-Mir-199-P1-v1_5p*/199-P1-v2_5p*/199-P1-v3_5p*/199-P2-v1_5p*/199-P2-v2_5p*/199-P2-v3_5p*,23.1951
Hsa-Mir-199-P3-v1_5p*/199-P3-v2_5p*/199-P3-v3_5p*,59.8919
Hsa-Mir-202_3p,0.0
Hsa-Mir-202_5p,0.0
Hsa-Mir-203-v1_3p/203-v2_3p,64.0463
Hsa-Mir-203-v1_5p*/203-v2_5p*,0.0
Hsa-Mir-204-P1_3p*,0.0
Hsa-Mir-204-P1_5p,17.3098
Hsa-Mir-204-P2_3p*,0.0
Hsa-Mir-204-P2_5p,5.1929
Hsa-Mir-205-P1_3p*,0.0
Hsa-Mir-205-P1_5p,68.893
Hsa-Mir-208-P1_3p,0.0
Hsa-Mir-208-P1_5p*,0.0
Hsa-Mir-208-P2_3p,9.6935
Hsa-Mir-208-P2_5p*,0.0
Hsa-Mir-210_3p,240.9525
Hsa-Mir-210_5p*,0.0
Hsa-Mir-2114_3p,6.5777
Hsa-Mir-2114_5p,0.0
Hsa-Mir-2115_3p,9.3473
Hsa-Mir-2115_5p*,0.0
Hsa-Mir-2116_3p,5.1929
Hsa-Mir-2116_5p*,0.0
Hsa-Mir-214_3p,13.1555
Hsa-Mir-214_5p*,3.8082
Hsa-Mir-216-P1a_3p*,0.0
Hsa-Mir-216-P1a_5p,10.7321
Hsa-Mir-216-P1b_3p*,0.0
Hsa-Mir-216-P1b_5p,2.7696
Hsa-Mir-217-v1_3p*/217-v2_3p*,0.0
Hsa-Mir-217-v1_5p/217-v2_5p,0.0
Hsa-Mir-218-P1_3p*,0.0
Hsa-Mir-218-P1_5p/218-P2_5p,0.0
Hsa-Mir-218-P2_3p*,0.0
Hsa-Mir-219-P1_3p*,7.6163
Hsa-Mir-219-P1_5p/219-P2_5p*,2.7696
Hsa-Mir-219-P2_3p,0.0
Hsa-Mir-21_3p*,508.9083
Hsa-Mir-21_5p,3761.0748
Hsa-Mir-22-P1a_3p,56905.9897
Hsa-Mir-22-P1a_5p*,45.6979
Hsa-Mir-221-P1_3p,505.4464
Hsa-Mir-221-P1_5p*,5.1929
Hsa-Mir-221-P2_3p,462.518
Hsa-Mir-221-P2_5p*,2.4234
Hsa-Mir-223_3p,3035.1015
Hsa-Mir-223_5p*,65.7773
Hsa-Mir-224_3p*,9.3473
Hsa-Mir-224_5p,23.1951
Hsa-Mir-2276_3p,0.0
Hsa-Mir-2276_5p*,0.0
Hsa-Mir-2277_3p*,7.2701
Hsa-Mir-2277_5p,11.7707
Hsa-Mir-2278-v1_3p*/2278-v2_3p*,0.0
Hsa-Mir-2278-v1_5p/2278-v2_5p,0.0
Hsa-Mir-23-P1_3p,495.0605
Hsa-Mir-23-P1_5p*,0.0
Hsa-Mir-23-P2_3p,147.8257
Hsa-Mir-23-P2_5p*,0.0
Hsa-Mir-2355_3p,4.1544
Hsa-Mir-2355_5p,10.0397
Hsa-Mir-24-P1_3p/24-P2_3p,201.14
Hsa-Mir-24-P1_5p*,9.3473
Hsa-Mir-24-P2_5p*,0.0
Hsa-Mir-2467_3p,0.0
Hsa-Mir-2467_5p*,3.8082
Hsa-Mir-26-P1_3p*,1.0386
Hsa-Mir-26-P1_5p/26-P2_5p,6820.0639
Hsa-Mir-26-P2_3p*,0.0
Hsa-Mir-26-P3_3p*,49.506
Hsa-Mir-26-P3_5p,1589.3865
Hsa-Mir-2681_3p,0.0
Hsa-Mir-2681_5p,0.0
Hsa-Mir-27-P1_3p/27-P2_3p,17565.9919
Hsa-Mir-27-P1_5p*,9.0011
Hsa-Mir-27-P2_5p*,18.0022
Hsa-Mir-28-P1_3p,1959.8163
Hsa-Mir-28-P1_5p*,48.4675
Hsa-Mir-28-P2_3p,2712.7929
Hsa-Mir-28-P2_5p,885.2235
Hsa-Mir-28-P3_3p*,0.0
Hsa-Mir-28-P3_5p,0.0
Hsa-Mir-29-P1a_3p,589.2258
Hsa-Mir-29-P1a_5p*,0.0
Hsa-Mir-29-P1b_3p,201.4862
Hsa-Mir-29-P1b_5p*,2.0772
Hsa-Mir-29-P2a_3p/29-P2b-v1_3p/29-P2b-v2_3p,33.581
Hsa-Mir-29-P2a_5p*,0.0
Hsa-Mir-29-P2b-v1_5p*/29-P2b-v2_5p*,8.6549
Hsa-Mir-296_3p*,0.0
Hsa-Mir-296_5p,2.4234
Hsa-Mir-30-P1a_3p*,27.0033
Hsa-Mir-30-P1a_5p,2673.3266
Hsa-Mir-30-P1b_3p*,74.4322
Hsa-Mir-30-P1b_5p,7785.9511
Hsa-Mir-30-P1c_3p*,14.5402
Hsa-Mir-30-P1c_5p,5901.6055
Hsa-Mir-30-P2a_3p*,16.9636
Hsa-Mir-30-P2a_5p/30-P2b_5p/30-P2c_5p,328.1939
Hsa-Mir-30-P2b_3p*,16.2712
Hsa-Mir-30-P2c_3p*,0.0
Hsa-Mir-3059_3p*,0.0
Hsa-Mir-3059_5p,0.0
Hsa-Mir-3085_3p,0.0
Hsa-Mir-3085_5p*,0.0
Hsa-Mir-3121_3p,0.0
Hsa-Mir-3121_5p*,0.0
Hsa-Mir-3126_3p*,0.0
Hsa-Mir-3126_5p,0.0
Hsa-Mir-3127_3p*,0.0
Hsa-Mir-3127_5p,13.5016
Hsa-Mir-3130_3p*,6.9239
Hsa-Mir-3130_5p,4.5005
Hsa-Mir-3136_3p*,0.0
Hsa-Mir-3136_5p,0.0
Hsa-Mir-3138_3p,0.0
Hsa-Mir-3138_5p*,0.0
Hsa-Mir-3140_3p,0.0
Hsa-Mir-3140_5p*,0.0
Hsa-Mir-3144-v1_3p*/3144-v2_3p*,0.0
Hsa-Mir-3144-v1_5p/3144-v2_5p,0.0
Hsa-Mir-3145_3p,0.0
Hsa-Mir-3145_5p*,2.4234
Hsa-Mir-3146_3p,0.0
Hsa-Mir-3146_5p*,0.0
Hsa-Mir-3150_3p,0.0
Hsa-Mir-3150_5p*,0.0
Hsa-Mir-3163_3p,0.0
Hsa-Mir-3163_5p,5.1929
Hsa-Mir-3164_3p,0.0
Hsa-Mir-3164_5p*,0.0
Hsa-Mir-3171_3p*,0.0
Hsa-Mir-3171_5p,0.0
Hsa-Mir-3173_3p*,11.7707
Hsa-Mir-3173_5p,8.6549
Hsa-Mir-3174_3p*,0.0
Hsa-Mir-3174_5p,0.0
Hsa-Mir-3179-P1_3p/3179-P2_3p/3179-P3_3p/3179-P4_3p,0.0
Hsa-Mir-3179-P1_5p*/3179-P2_5p*/3179-P3_5p*/3179-P4_5p*,0.0
Hsa-Mir-3180-P1_3p/3180-P2_3p/3180-P3_3p,0.0
Hsa-Mir-3180-P1_5p/3180-P2_5p/3180-P3_5p,0.0
Hsa-Mir-3186_3p,0.0
Hsa-Mir-3186_5p*,0.0
Hsa-Mir-3187_3p,0.0
Hsa-Mir-3187_5p*,0.0
Hsa-Mir-3194_3p,0.0
Hsa-Mir-3194_5p,0.0
Hsa-Mir-31_3p*,0.0
Hsa-Mir-31_5p,7.6163
Hsa-Mir-3200_3p,12.1169
Hsa-Mir-3200_5p*,30.8115
Hsa-Mir-324_3p*,43.6207
Hsa-Mir-324_5p,14.194
Hsa-Mir-325_3p,0.0
Hsa-Mir-325_5p*,0.0
Hsa-Mir-326_3p,0.0
Hsa-Mir-326_5p*,0.0
Hsa-Mir-328_3p,70.624
Hsa-Mir-328_5p*,0.0
Hsa-Mir-32_3p*,2.7696
Hsa-Mir-32_5p,183.484
Hsa-Mir-33-P1_3p*,0.0
Hsa-Mir-33-P1_5p,3.1158
Hsa-Mir-33-P2_3p*,0.0
Hsa-Mir-33-P2_5p,36.0044
Hsa-Mir-330-v1_3p/330-v2_3p,9.6935
Hsa-Mir-330-v1_5p*/330-v2_5p*,3.462
Hsa-Mir-331_3p,19.0408
Hsa-Mir-331_5p*,25.2723
Hsa-Mir-335_3p*,14.194
Hsa-Mir-335_5p,154.0573
Hsa-Mir-337_3p,0.6924
Hsa-Mir-337_5p*,0.0
Hsa-Mir-338-P1_3p,27.3495
Hsa-Mir-338-P1_5p*,19.387
Hsa-Mir-339_3p,90.3572
Hsa-Mir-339_5p,10.0397
Hsa-Mir-34-P1_3p*,2.7696
Hsa-Mir-34-P1_5p,26.3109
Hsa-Mir-34-P2a_3p*,0.0
Hsa-Mir-34-P2a_5p,0.0
Hsa-Mir-34-P2b_3p*,0.0
Hsa-Mir-34-P2b_5p,0.0
Hsa-Mir-34-P3a_3p*,0.0
Hsa-Mir-34-P3a_5p/34-P3b_5p,0.0
Hsa-Mir-34-P3b_3p*,0.0
Hsa-Mir-34-P3c_3p*,0.0
Hsa-Mir-34-P3c_5p,0.0
Hsa-Mir-340_3p*,8.3087
Hsa-Mir-340_5p,202.8709
Hsa-Mir-342_3p,225.3737
Hsa-Mir-342_5p*,62.3153
Hsa-Mir-345_3p*,0.0
Hsa-Mir-345_5p,358.6592
Hsa-Mir-346_3p*,0.0
Hsa-Mir-346_5p,0.0
Hsa-Mir-3605_3p,26.3109
Hsa-Mir-3605_5p,31.1577
Hsa-Mir-361-v1_3p*/361-v2_3p,73.3936
Hsa-Mir-361-v1_5p/361-v2_5p*,69.9316
Hsa-Mir-3611_3p,2.0772
Hsa-Mir-3611_5p*,0.0
Hsa-Mir-3612_3p*,0.0
Hsa-Mir-3612_5p,0.0
Hsa-Mir-3613_3p*,4.5005
Hsa-Mir-3613_5p,8.6549
Hsa-Mir-3614_3p*,0.0
Hsa-Mir-3614_5p,28.7343
Hsa-Mir-3617_3p*,0.0
Hsa-Mir-3617_5p,0.0
Hsa-Mir-3619_3p*,0.0
Hsa-Mir-3619_5p,0.0
Hsa-Mir-362-P1_3p*,7.9625
Hsa-Mir-362-P1_5p,0.0
Hsa-Mir-362-P2_3p/362-P4_3p,143.3252
Hsa-Mir-362-P2_5p*/362-P5_5p,3.8082
Hsa-Mir-362-P3_3p,115.6295
Hsa-Mir-362-P3_5p*,0.0
Hsa-Mir-362-P4_5p*,0.0
Hsa-Mir-362-P5_3p*,0.0
Hsa-Mir-3622_3p*,0.0
Hsa-Mir-3622_5p,0.0
Hsa-Mir-3663_3p,0.0
Hsa-Mir-3663_5p*,0.0
Hsa-Mir-3667_3p*,0.0
Hsa-Mir-3667_5p,0.0
Hsa-Mir-3681_3p*,0.0
Hsa-Mir-3681_5p,0.0
Hsa-Mir-3690_3p*,0.0
Hsa-Mir-3690_5p,0.0
Hsa-Mir-370_3p,5.8853
Hsa-Mir-370_5p*,0.0
Hsa-Mir-374-P1_3p,17.656
Hsa-Mir-374-P1_5p,38.4278
Hsa-Mir-374-P2_3p*,1.3848
Hsa-Mir-374-P2_5p,42.2359
Hsa-Mir-375_3p,858.5664
Hsa-Mir-375_5p*,0.0
Hsa-Mir-376-P1_3p/376-P2_3p/376-P3_3p,2.0772
Hsa-Mir-376-P1_5p*,4.8467
Hsa-Mir-376-P2_5p*,0.0
Hsa-Mir-376-P3_5p*/376-P4_5p*,0.0
Hsa-Mir-376-P4_3p,2.7696
Hsa-Mir-378_3p,1737.9046
Hsa-Mir-378_5p*,9.6935
Hsa-Mir-383_3p*,0.0
Hsa-Mir-383_5p,0.0
Hsa-Mir-3909_3p,21.8104
Hsa-Mir-3909_5p*,0.0
Hsa-Mir-3918_3p*,0.0
Hsa-Mir-3918_5p,0.0
